Item,Text,Sentiment,Trend,Source,Volume,Price Change,Category
Sugar,Sugar prices are increasing.,0.2,down,Government Report,569,-5%,Commodity
Electronics,Electronics sales are down.,0.8,down,Social Media,728,-2%,Manufacturing
Fruit,Fruit market is fluctuating.,0.8,up,News Website,519,3%,Agriculture
Coffee,Coffee prices are decreasing.,0.7,neutral,News Website,1611,0%,Agriculture
Sugar,Sugar demand is rising.,0.7,up,Social Media,644,3%,Manufacturing
Oil,Oil prices are dropping.,0.9,neutral,News Website,1431,0%,Technology
Sugar,Sugar market is stable.,0.8,neutral,News Website,861,0%,Manufacturing
Wheat,Wheat prices are expected to rise.,0.3,neutral,Social Media,657,0%,Technology
Wheat,Wheat prices are dropping.,0.7,up,News Website,1119,4%,Technology
Wheat,Wheat prices are expected to rise.,0.7,neutral,News Website,1593,0%,Manufacturing
Corn,Corn production is lower than expected.,0.6,down,Social Media,816,-6%,Commodity
Sugar,Sugar prices are volatile.,0.2,down,News Website,561,-4%,Manufacturing
Tea,Tea demand is stable.,0.6,up,Market Analysis,1637,6%,Technology
Electronics,Electronics prices are declining.,0.5,neutral,Market Analysis,1314,0%,Manufacturing
Fruit,Fruit market is fluctuating.,0.2,down,Market Analysis,1615,-8%,Commodity
Fruit,Fruit production is decreasing.,0.9,up,Government Report,858,3%,Agriculture
Milk,Milk market is fluctuating.,0.7,down,Social Media,1940,-2%,Commodity
Wheat,Wheat prices are expected to rise.,0.6,neutral,Government Report,1163,0%,Commodity
Wheat,Wheat prices are expected to rise.,0.2,neutral,News Website,649,0%,Technology
Oil,Oil demand is increasing.,0.8,neutral,News Website,567,0%,Agriculture
Oil,Oil prices are fluctuating.,0.7,neutral,News Website,1240,0%,Manufacturing
Tea,Tea market is growing.,0.8,up,Social Media,1860,7%,Manufacturing
Coffee,Coffee production is increasing.,0.5,down,Market Analysis,1622,-1%,Technology
Fruit,Fruit demand is steady.,0.2,up,Government Report,622,3%,Commodity
Wheat,Wheat prices are expected to rise.,0.2,neutral,Market Analysis,960,0%,Agriculture
Sugar,Sugar prices are increasing.,0.7,up,Government Report,1987,7%,Manufacturing
Corn,Corn production is high.,0.5,down,Government Report,1101,-2%,Technology
Rice,Rice prices are increasing.,0.9,down,Market Analysis,696,-4%,Technology
Rice,Rice market is unstable.,0.6,up,News Website,1560,5%,Manufacturing
Electronics,Electronics sales are down.,0.4,up,Government Report,776,5%,Manufacturing
Milk,Milk market is fluctuating.,0.7,down,Market Analysis,1291,-6%,Commodity
Tea,Tea market is growing.,0.7,up,Social Media,771,1%,Manufacturing
Wheat,Wheat market is stable.,0.3,up,Social Media,622,6%,Manufacturing
Corn,Corn production is high.,0.9,neutral,Social Media,881,0%,Commodity
Fruit,Fruit market is fluctuating.,0.9,down,Market Analysis,591,-8%,Agriculture
Electronics,Electronics market is growing.,0.5,down,Social Media,1240,-5%,Commodity
Oil,Oil market is recovering.,0.3,down,Market Analysis,1941,-6%,Technology
Oil,Oil prices are dropping.,0.3,up,News Website,1149,1%,Agriculture
Rice,Rice prices are increasing.,0.2,down,Government Report,1579,-4%,Technology
Fruit,Fruit prices are going up.,0.9,neutral,Market Analysis,1564,0%,Technology
Coffee,Coffee prices are decreasing.,0.3,down,Market Analysis,1782,-6%,Commodity
Oil,Oil prices are fluctuating.,0.2,up,Social Media,1310,1%,Agriculture
Milk,Milk production is high.,0.3,up,Market Analysis,1156,9%,Agriculture
Tea,Tea production is stable.,0.2,neutral,Social Media,1585,0%,Technology
Coffee,Coffee prices are volatile.,0.2,down,Social Media,512,-5%,Commodity
Rice,Rice market is unstable.,0.8,neutral,Government Report,537,0%,Agriculture
Sugar,Sugar demand is rising.,0.8,neutral,Market Analysis,1565,0%,Technology
Fruit,Fruit market is fluctuating.,0.8,neutral,News Website,556,0%,Manufacturing
Oil,Oil demand is increasing.,0.4,up,Government Report,663,5%,Technology
Tea,Tea production is stable.,0.5,neutral,News Website,1250,0%,Agriculture
Coffee,Coffee market is steady.,0.8,up,Social Media,917,6%,Manufacturing
Sugar,Sugar prices are increasing.,0.5,down,News Website,1486,-4%,Agriculture
Fruit,Fruit demand is steady.,0.3,up,News Website,728,6%,Commodity
Milk,Milk market is fluctuating.,0.3,neutral,News Website,676,0%,Agriculture
Corn,Corn market is stable.,0.6,neutral,Social Media,1474,0%,Manufacturing
Corn,Corn prices are steady.,0.2,down,Social Media,1472,-9%,Manufacturing
Coffee,Coffee prices are volatile.,0.7,neutral,Market Analysis,1057,0%,Agriculture
Electronics,Electronics sales are booming.,0.5,neutral,News Website,1842,0%,Manufacturing
Coffee,Coffee prices are decreasing.,0.8,up,Government Report,1889,2%,Technology
Coffee,Coffee prices are volatile.,0.4,neutral,Social Media,784,0%,Commodity
Sugar,Sugar demand is rising.,0.2,neutral,Market Analysis,501,0%,Manufacturing
Fruit,Fruit production is decreasing.,0.3,up,News Website,1667,8%,Commodity
Tea,Tea demand is stable.,0.8,down,Market Analysis,1504,-3%,Technology
Fruit,Fruit prices are going up.,0.9,neutral,Government Report,1540,0%,Agriculture
Milk,Milk market is fluctuating.,0.7,neutral,Government Report,1156,0%,Agriculture
Sugar,Sugar prices are increasing.,0.8,down,News Website,1760,-1%,Agriculture
Coffee,Coffee market is steady.,0.7,neutral,Government Report,925,0%,Agriculture
Sugar,Sugar prices are increasing.,0.9,neutral,Social Media,1891,0%,Manufacturing
Oil,Oil prices are fluctuating.,0.8,down,Market Analysis,601,-4%,Manufacturing
Coffee,Coffee production is increasing.,0.6,down,News Website,1040,-3%,Commodity
Fruit,Fruit market is fluctuating.,0.4,up,News Website,570,6%,Manufacturing
Rice,Rice production is steady.,0.8,down,Market Analysis,592,-2%,Commodity
Wheat,Wheat prices are expected to rise.,0.3,down,News Website,1076,-8%,Manufacturing
Milk,Milk prices are steady.,0.9,neutral,News Website,1812,0%,Commodity
Wheat,Wheat prices are dropping.,0.9,up,News Website,723,7%,Agriculture
Electronics,Electronics prices are declining.,0.2,down,Government Report,808,-4%,Commodity
Corn,Corn production is lower than expected.,0.6,up,News Website,1277,7%,Agriculture
Corn,Corn market is stable.,0.9,down,Government Report,790,-4%,Technology
Corn,Corn market is stable.,0.5,down,Government Report,711,-1%,Commodity
Milk,Milk production is high.,0.8,neutral,Government Report,845,0%,Technology
Tea,Tea prices are on the rise.,0.2,down,Government Report,1174,-8%,Commodity
Tea,Tea prices are on the rise.,0.3,down,Market Analysis,1125,-2%,Commodity
Fruit,Fruit prices are going up.,0.8,neutral,Market Analysis,1957,0%,Agriculture
Tea,Tea production is stable.,0.9,neutral,Market Analysis,828,0%,Manufacturing
Sugar,Sugar prices are increasing.,0.9,up,Social Media,1452,5%,Agriculture
Electronics,Electronics market is growing.,0.3,neutral,Government Report,835,0%,Manufacturing
Tea,Tea market is growing.,0.5,up,Social Media,1239,5%,Manufacturing
Milk,Milk market is fluctuating.,0.8,neutral,Social Media,1080,0%,Agriculture
Tea,Tea market is growing.,0.4,neutral,Market Analysis,1119,0%,Commodity
Corn,Corn production is lower than expected.,0.7,down,News Website,902,-2%,Agriculture
Oil,Oil prices are fluctuating.,0.4,up,News Website,1514,3%,Technology
Rice,Rice production is steady.,0.7,neutral,Market Analysis,1487,0%,Agriculture
Coffee,Coffee market is steady.,0.5,down,Government Report,1624,-5%,Commodity
Electronics,Electronics prices are declining.,0.2,neutral,Social Media,597,0%,Manufacturing
Coffee,Coffee production is increasing.,0.9,up,Government Report,1421,4%,Technology
Coffee,Coffee production is increasing.,0.7,up,News Website,1108,8%,Commodity
Fruit,Fruit production is decreasing.,0.5,down,Market Analysis,1664,-6%,Manufacturing
Milk,Milk prices are increasing.,0.8,up,Government Report,1491,3%,Manufacturing
Sugar,Sugar prices are volatile.,0.5,down,Government Report,883,-8%,Agriculture
Tea,Tea prices are on the rise.,0.9,up,Social Media,1139,3%,Agriculture
Oil,Oil prices are fluctuating.,0.9,down,News Website,921,-6%,Technology
Electronics,Electronics sales are down.,0.5,neutral,News Website,1586,0%,Manufacturing
Corn,Corn production is high.,0.2,up,Social Media,757,9%,Commodity
Sugar,Sugar prices are volatile.,0.5,down,Social Media,893,-3%,Manufacturing
Coffee,Coffee prices are decreasing.,0.5,up,Market Analysis,1032,3%,Manufacturing
Milk,Milk prices are steady.,0.7,down,News Website,743,-9%,Agriculture
Oil,Oil prices are fluctuating.,0.6,up,News Website,1792,6%,Commodity
Electronics,Electronics prices are declining.,0.6,down,Market Analysis,1659,-4%,Technology
Sugar,Sugar market is stable.,0.7,neutral,Government Report,766,0%,Agriculture
Sugar,Sugar prices are volatile.,0.4,down,Social Media,1250,-2%,Agriculture
Fruit,Fruit production is decreasing.,0.5,down,Market Analysis,1274,-2%,Agriculture
Sugar,Sugar demand is rising.,0.2,down,Government Report,1769,-2%,Technology
Wheat,Wheat prices are expected to rise.,0.8,up,News Website,1209,3%,Technology
Milk,Milk prices are increasing.,0.3,up,Government Report,1619,4%,Agriculture
Oil,Oil demand is increasing.,0.4,up,Market Analysis,1511,3%,Technology
Milk,Milk production is high.,0.3,up,Government Report,629,4%,Commodity
Coffee,Coffee prices are decreasing.,0.4,neutral,News Website,593,0%,Agriculture
Milk,Milk prices are steady.,0.7,down,Market Analysis,917,-7%,Agriculture
Tea,Tea prices are on the rise.,0.2,neutral,Government Report,1522,0%,Technology
Coffee,Coffee market is steady.,0.3,neutral,Government Report,891,0%,Manufacturing
Oil,Oil prices are fluctuating.,0.7,neutral,Government Report,1713,0%,Manufacturing
Rice,Rice market is unstable.,0.4,down,Market Analysis,1776,-6%,Technology
Corn,Corn prices are steady.,0.9,up,News Website,1342,1%,Commodity
Coffee,Coffee prices are volatile.,0.9,neutral,Social Media,579,0%,Commodity
Electronics,Electronics prices are declining.,0.6,down,Market Analysis,1823,-9%,Commodity
Electronics,Electronics sales are down.,0.8,neutral,Market Analysis,1191,0%,Manufacturing
Coffee,Coffee prices are decreasing.,0.5,down,Social Media,1917,-3%,Agriculture
Fruit,Fruit prices are going up.,0.7,up,Government Report,1550,3%,Agriculture
Tea,Tea production is stable.,0.9,up,Market Analysis,1856,9%,Agriculture
Rice,Rice prices are fluctuating.,0.7,down,News Website,1506,-7%,Manufacturing
Corn,Corn production is lower than expected.,0.2,neutral,News Website,941,0%,Agriculture
Fruit,Fruit demand is steady.,0.4,neutral,Government Report,1379,0%,Commodity
Wheat,Wheat market is stable.,0.5,down,Market Analysis,1967,-9%,Commodity
Corn,Corn production is lower than expected.,0.7,down,Government Report,1922,-5%,Manufacturing
Sugar,Sugar market is stable.,0.7,up,Social Media,536,9%,Technology
Wheat,Wheat prices are dropping.,0.6,down,News Website,1797,-8%,Agriculture
Wheat,Wheat prices are dropping.,0.7,neutral,Government Report,1230,0%,Technology
Coffee,Coffee prices are volatile.,0.2,down,Market Analysis,747,-9%,Technology
Rice,Rice production is steady.,0.5,neutral,Social Media,1272,0%,Commodity
Milk,Milk prices are increasing.,0.5,neutral,News Website,1277,0%,Technology
Oil,Oil demand is increasing.,0.9,neutral,Market Analysis,1926,0%,Technology
Rice,Rice production is steady.,0.3,down,Government Report,1867,-1%,Manufacturing
Wheat,Wheat market is stable.,0.4,down,Social Media,1124,-1%,Agriculture
Coffee,Coffee market is steady.,0.2,down,News Website,1481,-1%,Agriculture
Sugar,Sugar market is stable.,0.8,neutral,Government Report,1531,0%,Manufacturing
Coffee,Coffee prices are volatile.,0.2,neutral,Government Report,1983,0%,Commodity
Wheat,Wheat prices are expected to rise.,0.3,down,Market Analysis,713,-3%,Technology
Corn,Corn market is stable.,0.8,down,Social Media,899,-5%,Manufacturing
Wheat,Wheat prices are expected to rise.,0.8,up,Government Report,949,1%,Agriculture
Tea,Tea prices are on the rise.,0.3,neutral,Government Report,1164,0%,Technology
Milk,Milk production is high.,0.2,neutral,Social Media,1245,0%,Agriculture
Corn,Corn prices are steady.,0.9,down,Market Analysis,1172,-7%,Agriculture
Milk,Milk prices are increasing.,0.2,neutral,Market Analysis,1136,0%,Manufacturing
Coffee,Coffee prices are decreasing.,0.8,down,Social Media,1634,-9%,Technology
Rice,Rice market is unstable.,0.7,down,Social Media,1530,-9%,Technology
Fruit,Fruit demand is steady.,0.6,neutral,Government Report,1574,0%,Commodity
Tea,Tea production is stable.,0.5,down,Social Media,1974,-6%,Commodity
Milk,Milk production is high.,0.3,up,Social Media,1294,9%,Manufacturing
Electronics,Electronics market is growing.,0.9,down,News Website,1644,-9%,Agriculture
Corn,Corn prices are steady.,0.9,neutral,News Website,1572,0%,Technology
Fruit,Fruit demand is steady.,0.6,neutral,Social Media,716,0%,Technology
Corn,Corn prices are steady.,0.7,up,News Website,1643,2%,Commodity
Corn,Corn production is high.,0.9,up,News Website,1050,3%,Agriculture
Corn,Corn market is stable.,0.4,neutral,Government Report,1617,0%,Technology
Rice,Rice prices are increasing.,0.5,up,Government Report,529,7%,Technology
Rice,Rice production is steady.,0.3,down,Market Analysis,1068,-3%,Agriculture
Corn,Corn market is stable.,0.9,neutral,Social Media,1228,0%,Agriculture
Fruit,Fruit market is fluctuating.,0.3,down,Social Media,872,-3%,Technology
Fruit,Fruit demand is steady.,0.5,up,Social Media,1153,5%,Manufacturing
Rice,Rice prices are increasing.,0.7,neutral,Government Report,552,0%,Technology
Rice,Rice prices are increasing.,0.5,up,News Website,673,5%,Agriculture
Coffee,Coffee prices are decreasing.,0.3,neutral,Market Analysis,780,0%,Commodity
Oil,Oil prices are dropping.,0.3,up,Social Media,724,4%,Technology
Sugar,Sugar prices are increasing.,0.6,down,Social Media,1954,-2%,Manufacturing
Wheat,Wheat production is high.,0.2,neutral,Social Media,1370,0%,Manufacturing
Fruit,Fruit demand is steady.,0.3,neutral,Government Report,1683,0%,Commodity
Wheat,Wheat prices are dropping.,0.4,down,Government Report,821,-3%,Commodity
Fruit,Fruit prices are going up.,0.3,neutral,News Website,1189,0%,Commodity
Sugar,Sugar prices are increasing.,0.9,up,Social Media,1527,2%,Technology
Coffee,Coffee production is increasing.,0.2,neutral,Government Report,855,0%,Manufacturing
Tea,Tea prices are on the rise.,0.3,neutral,Government Report,1874,0%,Commodity
Wheat,Wheat production is high.,0.2,up,News Website,563,2%,Agriculture
Tea,Tea prices are on the rise.,0.8,neutral,News Website,1696,0%,Technology
Coffee,Coffee market is steady.,0.5,up,Government Report,1036,4%,Commodity
Tea,Tea production is stable.,0.3,up,Market Analysis,824,9%,Technology
Fruit,Fruit production is decreasing.,0.9,neutral,News Website,1539,0%,Commodity
Fruit,Fruit market is fluctuating.,0.4,down,News Website,1656,-5%,Technology
Fruit,Fruit production is decreasing.,0.9,down,Government Report,1629,-4%,Technology
Electronics,Electronics prices are declining.,0.4,down,Market Analysis,1721,-5%,Manufacturing
Oil,Oil market is recovering.,0.5,neutral,News Website,906,0%,Technology
Electronics,Electronics sales are down.,0.4,neutral,Government Report,1085,0%,Technology
Fruit,Fruit market is fluctuating.,0.9,down,Market Analysis,1573,-7%,Commodity
Rice,Rice prices are increasing.,0.9,up,News Website,1132,9%,Agriculture
Fruit,Fruit market is fluctuating.,0.5,down,Social Media,1339,-4%,Agriculture
Corn,Corn prices are steady.,0.6,down,Social Media,645,-8%,Commodity
Sugar,Sugar demand is rising.,0.9,neutral,Social Media,1482,0%,Technology
Fruit,Fruit market is fluctuating.,0.3,neutral,Social Media,1400,0%,Technology
Electronics,Electronics prices are declining.,0.7,down,Social Media,1950,-2%,Agriculture
Sugar,Sugar prices are volatile.,0.7,down,Government Report,1419,-7%,Commodity
Wheat,Wheat market is stable.,0.8,up,Government Report,904,5%,Technology
Milk,Milk market is fluctuating.,0.9,neutral,Social Media,1351,0%,Agriculture
Milk,Milk market is fluctuating.,0.2,neutral,Social Media,614,0%,Agriculture
Fruit,Fruit market is fluctuating.,0.2,down,News Website,1860,-8%,Manufacturing
Corn,Corn production is high.,0.8,down,Social Media,844,-3%,Agriculture
Milk,Milk prices are increasing.,0.3,neutral,Market Analysis,569,0%,Technology
Fruit,Fruit market is fluctuating.,0.3,neutral,News Website,1188,0%,Technology
Corn,Corn market is stable.,0.6,up,Social Media,1667,1%,Agriculture
Tea,Tea prices are on the rise.,0.8,down,Social Media,665,-4%,Commodity
Coffee,Coffee prices are decreasing.,0.3,up,Government Report,1981,1%,Manufacturing
Coffee,Coffee prices are volatile.,0.6,up,Government Report,1925,4%,Agriculture
Oil,Oil demand is increasing.,0.6,neutral,Government Report,1462,0%,Agriculture
Electronics,Electronics market is growing.,0.2,neutral,News Website,1874,0%,Agriculture
Rice,Rice market is unstable.,0.6,up,News Website,1279,5%,Technology
Sugar,Sugar prices are increasing.,0.4,up,Government Report,1252,1%,Technology
Sugar,Sugar prices are volatile.,0.9,neutral,Market Analysis,1422,0%,Technology
Electronics,Electronics sales are booming.,0.6,down,Social Media,1820,-8%,Commodity
Wheat,Wheat production is high.,0.9,neutral,News Website,943,0%,Agriculture
Sugar,Sugar prices are volatile.,0.8,neutral,News Website,682,0%,Commodity
Coffee,Coffee prices are decreasing.,0.6,down,News Website,1215,-9%,Agriculture
